region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,gender_label,marital_label,retire_label
2,50,27,1,5,22.0,2,5,0.0,1,3,1,Hombre,Casado,No Jubilado
2,7,33,0,4,29.0,4,4,0.0,1,3,1,Hombre,Soltero,No Jubilado
2,42,32,1,0,59.0,4,4,0.0,1,6,4,Hombre,Casado,No Jubilado
3,5,43,0,16,72.0,3,17,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,56,53,1,23,100.0,5,14,0.0,1,2,2,Hombre,Casado,No Jubilado
3,43,38,1,7,18.0,3,8,0.0,1,3,4,Hombre,Casado,No Jubilado
1,7,23,0,3,27.0,2,1,0.0,1,3,1,Hombre,Soltero,No Jubilado
2,68,39,0,20,73.0,2,16,0.0,1,1,2,Hombre,Soltero,No Jubilado
2,33,33,1,12,42.0,4,7,0.0,1,5,2,Hombre,Casado,No Jubilado
1,3,23,0,2,20.0,2,4,0.0,0,1,1,Mujer,Soltero,No Jubilado
2,19,23,1,4,37.0,3,1,0.0,1,4,3,Hombre,Casado,No Jubilado
2,9,24,1,3,26.0,4,1,0.0,1,3,1,Hombre,Casado,No Jubilado
1,9,41,0,12,39.0,4,3,0.0,0,1,1,Mujer,Soltero,No Jubilado
1,68,57,1,33,15.0,2,0,0.0,1,2,4,Hombre,Casado,No Jubilado
2,38,44,0,1,50.0,4,7,0.0,1,1,2,Hombre,Soltero,No Jubilado
1,4,25,1,3,71.0,3,3,0.0,1,5,1,Hombre,Casado,No Jubilado
3,50,37,1,11,48.0,3,8,0.0,1,2,3,Hombre,Casado,No Jubilado
3,24,26,0,2,32.0,3,2,0.0,0,3,1,Mujer,Soltero,No Jubilado
3,50,41,0,16,138.0,2,18,0.0,1,1,2,Hombre,Soltero,No Jubilado
1,17,42,1,6,131.0,5,6,0.0,0,3,2,Mujer,Casado,No Jubilado
3,54,40,0,19,50.0,4,12,0.0,1,2,4,Hombre,Soltero,No Jubilado
2,10,20,1,1,20.0,2,0,0.0,1,4,1,Hombre,Casado,No Jubilado
3,32,23,1,2,26.0,3,1,0.0,1,6,4,Hombre,Casado,No Jubilado
3,16,19,0,0,21.0,2,0,0.0,1,1,1,Hombre,Soltero,No Jubilado
3,42,22,1,0,46.0,4,0,0.0,0,2,4,Mujer,Casado,No Jubilado
1,71,61,1,19,155.0,3,30,0.0,0,2,3,Mujer,Casado,No Jubilado
2,24,40,1,4,39.0,3,5,0.0,1,2,3,Hombre,Casado,No Jubilado
2,32,54,0,6,155.0,2,20,0.0,0,1,1,Mujer,Soltero,No Jubilado
1,8,29,1,2,21.0,5,0,0.0,0,2,1,Mujer,Casado,No Jubilado
3,1,59,0,4,9.0,1,4,1.0,0,1,3,Mujer,Soltero,Jubilado
1,60,48,0,29,100.0,2,26,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,66,62,0,31,47.0,2,4,0.0,1,1,2,Hombre,Soltero,No Jubilado
2,19,26,0,2,48.0,3,0,0.0,0,2,3,Mujer,Soltero,No Jubilado
2,62,54,1,2,50.0,4,3,0.0,0,2,4,Mujer,Casado,No Jubilado
2,69,40,1,13,41.0,2,17,0.0,0,3,2,Mujer,Casado,No Jubilado
1,55,65,0,34,28.0,4,12,1.0,1,1,4,Hombre,Soltero,Jubilado
1,49,37,1,17,50.0,2,12,0.0,1,2,2,Hombre,Casado,No Jubilado
3,61,76,0,39,15.0,1,29,1.0,0,1,3,Mujer,Soltero,Jubilado
3,56,30,1,9,57.0,5,2,0.0,0,4,2,Mujer,Casado,No Jubilado
1,16,59,0,5,207.0,2,37,0.0,1,2,4,Hombre,Soltero,No Jubilado
3,12,31,0,8,18.0,4,4,0.0,0,1,1,Mujer,Soltero,No Jubilado
2,45,52,1,4,169.0,4,29,0.0,1,4,2,Hombre,Casado,No Jubilado
1,72,69,0,45,17.0,3,36,1.0,1,1,2,Hombre,Soltero,Jubilado
1,67,40,1,14,59.0,3,11,0.0,0,2,3,Mujer,Casado,No Jubilado
3,24,35,1,10,41.0,5,6,0.0,1,2,2,Hombre,Casado,No Jubilado
2,32,43,0,13,146.0,1,27,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,14,34,1,4,27.0,4,1,0.0,1,2,4,Hombre,Casado,No Jubilado
3,69,59,0,37,104.0,2,13,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,48,35,0,5,63.0,4,12,0.0,0,2,3,Mujer,Soltero,No Jubilado
2,52,46,0,17,51.0,2,13,0.0,1,3,2,Hombre,Soltero,No Jubilado
2,7,41,0,6,94.0,2,16,0.0,0,1,4,Mujer,Soltero,No Jubilado
3,70,53,1,16,183.0,2,35,0.0,1,2,2,Hombre,Casado,No Jubilado
1,50,34,0,10,104.0,3,9,0.0,0,1,4,Mujer,Soltero,No Jubilado
1,26,30,1,4,76.0,3,7,0.0,0,2,1,Mujer,Casado,No Jubilado
3,59,55,1,29,42.0,3,21,0.0,1,2,2,Hombre,Casado,No Jubilado
3,5,31,0,4,34.0,1,9,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,1,20,0,1,21.0,2,0,0.0,1,2,1,Hombre,Soltero,No Jubilado
3,13,33,0,7,38.0,3,10,0.0,1,1,4,Hombre,Soltero,No Jubilado
2,33,28,1,3,24.0,2,0,0.0,1,6,1,Hombre,Casado,No Jubilado
2,36,45,0,22,117.0,3,15,0.0,1,1,2,Hombre,Soltero,No Jubilado
2,41,47,1,6,90.0,2,19,0.0,0,3,1,Mujer,Casado,No Jubilado
1,24,61,1,6,112.0,4,3,0.0,1,4,1,Hombre,Casado,No Jubilado
2,50,52,0,30,214.0,3,22,0.0,0,1,4,Mujer,Soltero,No Jubilado
3,49,27,1,3,29.0,3,6,0.0,1,3,2,Hombre,Casado,No Jubilado
3,72,66,0,26,67.0,2,37,1.0,1,1,3,Hombre,Soltero,Jubilado
1,5,30,0,4,25.0,3,6,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,60,57,1,14,107.0,2,33,0.0,1,2,3,Hombre,Casado,No Jubilado
3,2,40,0,19,51.0,4,14,0.0,1,1,1,Hombre,Soltero,No Jubilado
1,23,35,0,4,118.0,2,11,0.0,0,1,1,Mujer,Soltero,No Jubilado
2,24,44,0,19,33.0,3,0,0.0,1,2,1,Hombre,Soltero,No Jubilado
3,48,35,0,10,24.0,2,6,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,1,26,1,3,30.0,2,7,0.0,1,5,1,Hombre,Casado,No Jubilado
3,49,51,1,14,222.0,5,16,0.0,0,2,2,Mujer,Casado,No Jubilado
3,11,63,0,9,41.0,3,3,0.0,0,1,1,Mujer,Soltero,No Jubilado
2,31,53,0,2,351.0,3,31,0.0,1,1,3,Hombre,Soltero,No Jubilado
3,6,30,0,7,16.0,3,1,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,17,35,0,4,77.0,3,8,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,15,35,0,0,34.0,1,12,0.0,0,1,1,Mujer,Soltero,No Jubilado
1,65,41,1,3,74.0,4,16,0.0,0,2,2,Mujer,Casado,No Jubilado
3,39,24,1,2,26.0,2,4,0.0,0,4,1,Mujer,Casado,No Jubilado
1,67,67,1,38,49.0,2,10,0.0,1,2,2,Hombre,Casado,No Jubilado
3,31,62,0,5,56.0,2,26,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,37,53,1,16,35.0,1,16,0.0,1,4,3,Hombre,Casado,No Jubilado
1,33,54,1,18,57.0,4,4,0.0,1,3,3,Hombre,Casado,No Jubilado
2,5,69,0,0,11.0,2,14,1.0,0,1,1,Mujer,Soltero,Jubilado
2,39,39,0,19,29.0,4,6,0.0,0,1,2,Mujer,Soltero,No Jubilado
2,17,33,0,9,23.0,5,3,0.0,0,1,4,Mujer,Soltero,No Jubilado
2,13,38,1,8,104.0,4,6,0.0,0,7,4,Mujer,Casado,No Jubilado
2,27,35,0,12,56.0,1,3,0.0,1,1,4,Hombre,Soltero,No Jubilado
1,28,40,1,1,47.0,2,9,0.0,1,3,3,Hombre,Casado,No Jubilado
3,72,61,1,34,61.0,1,8,0.0,0,3,2,Mujer,Casado,No Jubilado
3,29,26,0,7,34.0,1,7,0.0,1,2,3,Hombre,Soltero,No Jubilado
3,17,50,0,2,205.0,5,19,0.0,0,1,4,Mujer,Soltero,No Jubilado
1,15,30,1,8,90.0,2,11,0.0,0,5,4,Mujer,Casado,No Jubilado
3,32,37,0,9,44.0,2,7,0.0,0,1,1,Mujer,Soltero,No Jubilado
3,29,31,0,7,30.0,3,7,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,5,33,0,6,39.0,3,4,0.0,0,3,4,Mujer,Soltero,No Jubilado
3,18,44,1,10,107.0,1,19,0.0,1,7,1,Hombre,Casado,No Jubilado
3,10,28,1,2,36.0,4,0,0.0,1,3,4,Hombre,Casado,No Jubilado
2,9,33,0,1,48.0,2,13,0.0,0,2,1,Mujer,Soltero,No Jubilado
2,49,61,1,28,21.0,1,8,0.0,0,2,3,Mujer,Casado,No Jubilado
2,14,35,0,4,47.0,3,10,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,31,23,1,1,31.0,3,1,0.0,1,2,4,Hombre,Casado,No Jubilado
1,45,66,0,43,144.0,2,13,0.0,1,1,2,Hombre,Soltero,No Jubilado
2,52,39,0,6,119.0,3,18,0.0,1,1,1,Hombre,Soltero,No Jubilado
2,31,44,0,23,80.0,5,15,0.0,0,1,2,Mujer,Soltero,No Jubilado
1,3,55,1,9,26.0,5,0,0.0,1,2,2,Hombre,Casado,No Jubilado
3,42,48,1,14,27.0,3,5,0.0,1,3,4,Hombre,Casado,No Jubilado
3,6,20,0,0,25.0,2,0,0.0,1,2,3,Hombre,Soltero,No Jubilado
1,12,23,1,2,24.0,4,0,0.0,1,8,4,Hombre,Casado,No Jubilado
3,32,47,0,25,135.0,2,6,0.0,1,1,1,Hombre,Soltero,No Jubilado
2,23,35,0,2,96.0,3,4,0.0,0,1,4,Mujer,Soltero,No Jubilado
2,15,39,0,19,32.0,2,2,0.0,0,1,2,Mujer,Soltero,No Jubilado
3,69,66,1,31,49.0,2,15,0.0,0,2,1,Mujer,Casado,No Jubilado
1,25,39,1,1,26.0,4,0,0.0,0,4,2,Mujer,Casado,No Jubilado
2,58,36,0,10,38.0,2,14,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,45,27,1,3,39.0,3,2,0.0,0,4,2,Mujer,Casado,No Jubilado
3,19,30,1,10,33.0,4,1,0.0,0,3,4,Mujer,Casado,No Jubilado
1,47,34,1,4,63.0,2,13,0.0,1,4,1,Hombre,Casado,No Jubilado
1,13,20,0,1,17.0,3,0,0.0,0,5,4,Mujer,Soltero,No Jubilado
3,34,48,0,3,49.0,2,6,0.0,1,3,3,Hombre,Soltero,No Jubilado
1,29,38,1,19,46.0,2,6,0.0,0,2,2,Mujer,Casado,No Jubilado
1,63,29,0,10,20.0,3,7,0.0,0,2,4,Mujer,Soltero,No Jubilado
1,39,34,1,11,55.0,4,10,0.0,1,4,4,Hombre,Casado,No Jubilado
1,42,56,0,24,72.0,4,18,0.0,1,1,4,Hombre,Soltero,No Jubilado
2,17,42,0,6,31.0,2,2,0.0,0,1,4,Mujer,Soltero,No Jubilado
3,5,44,1,2,83.0,3,14,0.0,1,3,3,Hombre,Casado,No Jubilado
1,4,22,1,1,22.0,2,2,0.0,1,3,3,Hombre,Casado,No Jubilado
1,50,50,1,22,150.0,5,5,0.0,1,4,2,Hombre,Casado,No Jubilado
3,5,30,0,3,46.0,4,7,0.0,0,1,2,Mujer,Soltero,No Jubilado
3,7,32,0,1,71.0,4,3,0.0,0,2,4,Mujer,Soltero,No Jubilado
1,61,29,1,5,48.0,2,11,0.0,0,4,2,Mujer,Casado,No Jubilado
2,38,42,0,1,30.0,4,7,0.0,1,1,1,Hombre,Soltero,No Jubilado
1,64,39,0,5,37.0,1,9,0.0,0,1,1,Mujer,Soltero,No Jubilado
1,26,47,0,13,54.0,3,0,0.0,0,1,2,Mujer,Soltero,No Jubilado
3,20,35,1,11,52.0,4,0,0.0,0,2,2,Mujer,Casado,No Jubilado
1,30,57,1,16,19.0,1,1,0.0,0,4,1,Mujer,Casado,No Jubilado
3,59,57,0,26,311.0,3,36,0.0,1,1,1,Hombre,Soltero,No Jubilado
3,55,45,0,8,36.0,2,9,0.0,0,3,3,Mujer,Soltero,No Jubilado
1,42,62,0,26,26.0,1,35,1.0,1,1,1,Hombre,Soltero,Jubilado
2,72,53,0,12,152.0,2,32,0.0,1,1,4,Hombre,Soltero,No Jubilado
1,65,45,1,25,67.0,5,13,0.0,1,2,3,Hombre,Casado,No Jubilado
3,8,35,0,6,31.0,5,7,0.0,0,1,4,Mujer,Soltero,No Jubilado
2,69,51,0,18,96.0,1,33,0.0,0,4,3,Mujer,Soltero,No Jubilado
3,17,21,1,0,25.0,2,1,0.0,1,3,3,Hombre,Casado,No Jubilado
1,45,30,1,8,38.0,2,5,0.0,0,6,3,Mujer,Casado,No Jubilado
2,17,38,1,19,18.0,4,0,0.0,1,4,2,Hombre,Casado,No Jubilado
2,15,54,0,7,62.0,1,11,0.0,0,1,1,Mujer,Soltero,No Jubilado
3,21,44,0,25,47.0,1,12,0.0,1,2,3,Hombre,Soltero,No Jubilado
2,30,34,1,4,27.0,2,1,0.0,0,5,1,Mujer,Casado,No Jubilado
1,31,32,1,13,37.0,3,8,0.0,1,3,4,Hombre,Casado,No Jubilado
3,23,25,1,5,19.0,5,0,0.0,0,3,4,Mujer,Casado,No Jubilado
1,3,33,0,8,51.0,4,0,0.0,1,1,1,Hombre,Soltero,No Jubilado
2,69,42,1,11,65.0,2,18,0.0,0,2,4,Mujer,Casado,No Jubilado
2,34,23,1,3,24.0,1,7,0.0,1,4,3,Hombre,Casado,No Jubilado
1,49,51,1,27,63.0,4,19,0.0,0,5,2,Mujer,Casado,No Jubilado
3,20,31,1,10,39.0,2,3,0.0,1,2,1,Hombre,Casado,No Jubilado
1,72,69,1,49,44.0,2,44,1.0,1,2,3,Hombre,Casado,Jubilado
3,7,35,0,14,80.0,2,15,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,20,34,1,2,22.0,4,0,0.0,1,3,4,Hombre,Casado,No Jubilado
3,63,67,0,22,9.0,2,12,1.0,0,1,3,Mujer,Soltero,Jubilado
1,41,44,1,1,59.0,3,21,0.0,1,3,2,Hombre,Casado,No Jubilado
2,41,52,0,27,30.0,2,2,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,22,33,0,9,54.0,1,10,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,17,39,0,12,45.0,4,10,0.0,1,1,1,Hombre,Soltero,No Jubilado
2,59,49,0,28,429.0,4,23,0.0,1,2,4,Hombre,Soltero,No Jubilado
1,72,55,1,28,40.0,1,11,0.0,0,5,2,Mujer,Casado,No Jubilado
3,39,34,1,10,51.0,3,13,0.0,1,4,4,Hombre,Casado,No Jubilado
2,46,42,0,9,52.0,4,7,0.0,0,3,2,Mujer,Soltero,No Jubilado
2,6,27,1,5,26.0,4,2,0.0,0,5,1,Mujer,Casado,No Jubilado
3,70,50,1,29,67.0,1,22,0.0,0,4,2,Mujer,Casado,No Jubilado
3,1,30,0,3,135.0,4,3,0.0,0,3,1,Mujer,Soltero,No Jubilado
2,23,33,1,7,28.0,1,4,0.0,0,2,3,Mujer,Casado,No Jubilado
1,27,67,0,1,33.0,4,19,1.0,1,1,3,Hombre,Soltero,Jubilado
2,9,46,0,3,25.0,1,8,0.0,1,2,1,Hombre,Soltero,No Jubilado
2,58,58,1,10,96.0,2,17,0.0,0,4,3,Mujer,Casado,No Jubilado
1,72,52,1,21,63.0,1,24,0.0,0,3,3,Mujer,Casado,No Jubilado
1,22,44,1,19,37.0,4,1,0.0,0,2,3,Mujer,Casado,No Jubilado
3,48,45,0,15,41.0,1,10,0.0,1,2,1,Hombre,Soltero,No Jubilado
1,2,36,0,3,25.0,1,6,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,24,43,0,14,138.0,4,11,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,71,53,1,27,155.0,5,12,0.0,0,2,4,Mujer,Casado,No Jubilado
3,67,77,0,55,49.0,1,45,1.0,1,1,1,Hombre,Soltero,Jubilado
1,59,53,0,21,112.0,4,16,0.0,0,1,2,Mujer,Soltero,No Jubilado
2,57,39,0,6,106.0,5,8,0.0,0,1,3,Mujer,Soltero,No Jubilado
3,10,22,0,0,24.0,4,0,0.0,0,1,4,Mujer,Soltero,No Jubilado
2,4,47,0,5,123.0,4,11,0.0,0,1,1,Mujer,Soltero,No Jubilado
3,60,58,0,0,63.0,4,21,0.0,1,3,2,Hombre,Soltero,No Jubilado
1,65,59,1,27,197.0,4,26,0.0,0,2,2,Mujer,Casado,No Jubilado
3,70,36,0,8,50.0,1,15,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,37,53,1,13,48.0,1,10,0.0,0,3,3,Mujer,Casado,No Jubilado
2,50,29,1,10,53.0,4,0,0.0,1,4,4,Hombre,Casado,No Jubilado
3,61,48,0,14,115.0,4,20,0.0,1,1,4,Hombre,Soltero,No Jubilado
2,33,33,0,7,56.0,2,11,0.0,0,1,1,Mujer,Soltero,No Jubilado
2,65,64,1,22,13.0,2,5,1.0,1,3,3,Hombre,Casado,Jubilado
2,42,54,0,19,57.0,3,10,0.0,1,1,4,Hombre,Soltero,No Jubilado
1,9,28,1,8,28.0,3,4,0.0,0,3,2,Mujer,Casado,No Jubilado
2,7,27,0,3,39.0,3,2,0.0,0,1,1,Mujer,Soltero,No Jubilado
3,10,41,0,7,30.0,1,7,0.0,0,1,3,Mujer,Soltero,No Jubilado
1,69,42,1,23,19.0,3,0,0.0,1,2,1,Hombre,Casado,No Jubilado
1,72,59,1,12,65.0,3,21,0.0,1,6,2,Hombre,Casado,No Jubilado
3,55,46,0,8,87.0,2,19,0.0,1,1,1,Hombre,Soltero,No Jubilado
1,61,59,0,26,89.0,1,40,1.0,1,1,3,Hombre,Soltero,Jubilado
3,4,24,0,1,17.0,2,2,0.0,0,3,1,Mujer,Soltero,No Jubilado
1,71,55,1,11,198.0,1,31,0.0,1,3,3,Hombre,Casado,No Jubilado
2,38,35,0,5,76.0,2,10,0.0,0,3,4,Mujer,Soltero,No Jubilado
3,27,28,1,0,58.0,3,0,0.0,0,2,3,Mujer,Casado,No Jubilado
2,57,54,1,20,21.0,2,0,0.0,1,3,1,Hombre,Casado,No Jubilado
3,22,47,1,0,44.0,4,11,0.0,1,3,4,Hombre,Casado,No Jubilado
2,38,71,0,27,10.0,2,12,1.0,0,1,1,Mujer,Soltero,Jubilado
3,14,28,1,7,17.0,2,3,0.0,0,4,1,Mujer,Casado,No Jubilado
3,14,43,1,18,36.0,1,5,0.0,0,5,3,Mujer,Casado,No Jubilado
2,13,44,1,9,64.0,4,5,0.0,0,2,1,Mujer,Casado,No Jubilado
3,71,60,1,39,508.0,4,35,0.0,0,4,4,Mujer,Casado,No Jubilado
2,17,41,1,9,28.0,4,3,0.0,0,6,1,Mujer,Casado,No Jubilado
2,26,39,1,15,58.0,4,9,0.0,1,2,3,Hombre,Casado,No Jubilado
3,66,61,0,26,361.0,1,40,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,52,42,1,17,27.0,3,8,0.0,1,2,3,Hombre,Casado,No Jubilado
3,16,34,1,5,51.0,2,8,0.0,1,5,1,Hombre,Casado,No Jubilado
3,6,32,0,10,47.0,1,10,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,43,49,1,18,66.0,1,22,0.0,0,4,3,Mujer,Casado,No Jubilado
3,23,25,1,2,28.0,3,1,0.0,1,5,2,Hombre,Casado,No Jubilado
1,4,30,0,1,45.0,4,6,0.0,0,3,4,Mujer,Soltero,No Jubilado
2,68,60,0,40,262.0,2,39,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,20,48,1,21,45.0,3,2,0.0,1,2,3,Hombre,Casado,No Jubilado
3,43,36,1,5,107.0,1,19,0.0,1,3,2,Hombre,Casado,No Jubilado
1,26,41,1,20,19.0,1,0,0.0,1,6,1,Hombre,Casado,No Jubilado
3,44,32,1,1,96.0,4,5,0.0,1,4,4,Hombre,Casado,No Jubilado
2,25,55,0,15,37.0,1,7,0.0,1,1,1,Hombre,Soltero,No Jubilado
3,48,49,0,18,39.0,2,5,0.0,1,1,4,Hombre,Soltero,No Jubilado
2,46,55,0,24,269.0,2,35,0.0,0,1,3,Mujer,Soltero,No Jubilado
1,20,33,0,13,44.0,3,8,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,54,33,0,5,47.0,2,13,0.0,1,2,3,Hombre,Soltero,No Jubilado
3,67,65,1,30,17.0,1,29,1.0,1,2,3,Hombre,Casado,Jubilado
2,33,33,0,12,33.0,2,0,0.0,1,1,1,Hombre,Soltero,No Jubilado
1,35,57,1,32,47.0,4,12,0.0,0,2,2,Mujer,Casado,No Jubilado
2,20,49,1,5,264.0,2,29,0.0,1,2,1,Hombre,Casado,No Jubilado
1,56,47,1,19,65.0,2,22,0.0,0,3,4,Mujer,Casado,No Jubilado
2,29,24,1,3,23.0,1,7,0.0,0,2,3,Mujer,Casado,No Jubilado
3,44,37,1,1,41.0,4,8,0.0,1,6,2,Hombre,Casado,No Jubilado
1,8,46,0,3,46.0,2,8,0.0,0,1,1,Mujer,Soltero,No Jubilado
3,33,26,0,5,46.0,4,1,0.0,1,3,4,Hombre,Soltero,No Jubilado
3,58,37,1,5,64.0,4,8,0.0,1,2,4,Hombre,Casado,No Jubilado
3,54,32,1,12,27.0,1,9,0.0,0,2,2,Mujer,Casado,No Jubilado
2,22,28,1,0,36.0,4,0,0.0,0,4,4,Mujer,Casado,No Jubilado
1,15,62,1,3,144.0,3,21,0.0,0,2,3,Mujer,Casado,No Jubilado
3,20,40,0,2,209.0,4,15,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,5,44,0,5,83.0,1,16,0.0,1,1,2,Hombre,Soltero,No Jubilado
1,24,30,1,7,45.0,1,11,0.0,1,2,1,Hombre,Casado,No Jubilado
2,37,40,1,14,26.0,2,0,0.0,0,5,2,Mujer,Casado,No Jubilado
1,42,33,0,2,67.0,2,5,0.0,0,2,2,Mujer,Soltero,No Jubilado
2,29,31,1,1,60.0,4,6,0.0,0,5,2,Mujer,Casado,No Jubilado
2,33,33,0,4,53.0,2,14,0.0,1,1,1,Hombre,Soltero,No Jubilado
1,57,37,0,11,108.0,4,9,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,38,49,1,3,33.0,4,11,0.0,0,4,2,Mujer,Casado,No Jubilado
3,58,61,0,42,101.0,4,18,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,7,24,0,5,29.0,2,3,0.0,0,3,1,Mujer,Soltero,No Jubilado
3,31,34,0,9,105.0,4,7,0.0,1,4,3,Hombre,Soltero,No Jubilado
2,26,27,1,4,33.0,4,1,0.0,0,6,4,Mujer,Casado,No Jubilado
2,67,47,1,19,69.0,3,12,0.0,0,3,3,Mujer,Casado,No Jubilado
2,42,46,1,9,31.0,1,12,0.0,1,3,1,Hombre,Casado,No Jubilado
1,24,46,0,12,43.0,2,6,0.0,0,1,4,Mujer,Soltero,No Jubilado
1,11,27,1,8,55.0,5,0,0.0,0,3,2,Mujer,Casado,No Jubilado
3,18,25,0,4,26.0,2,7,0.0,1,3,1,Hombre,Soltero,No Jubilado
2,9,53,1,20,50.0,2,13,0.0,1,2,1,Hombre,Casado,No Jubilado
2,57,63,0,19,61.0,1,27,0.0,0,1,3,Mujer,Soltero,No Jubilado
3,52,54,0,7,59.0,3,22,0.0,0,1,3,Mujer,Soltero,No Jubilado
2,72,49,1,23,102.0,1,27,0.0,1,6,2,Hombre,Casado,No Jubilado
2,57,51,1,7,68.0,4,18,0.0,1,3,3,Hombre,Casado,No Jubilado
1,35,34,0,7,78.0,4,10,0.0,1,1,1,Hombre,Soltero,No Jubilado
2,25,38,1,19,56.0,1,19,0.0,1,2,3,Hombre,Casado,No Jubilado
3,67,47,1,7,97.0,1,23,0.0,0,4,3,Mujer,Casado,No Jubilado
2,50,68,1,32,262.0,3,28,0.0,0,2,3,Mujer,Casado,No Jubilado
2,56,61,1,14,12.0,1,16,1.0,1,2,1,Hombre,Casado,Jubilado
1,34,30,0,3,35.0,2,2,0.0,1,3,3,Hombre,Soltero,No Jubilado
3,55,47,0,11,37.0,1,11,0.0,0,1,3,Mujer,Soltero,No Jubilado
1,42,47,1,17,212.0,4,17,0.0,0,2,3,Mujer,Casado,No Jubilado
3,49,63,0,18,10.0,2,2,1.0,0,1,3,Mujer,Soltero,Jubilado
1,26,43,0,23,51.0,5,4,0.0,1,1,2,Hombre,Soltero,No Jubilado
1,11,24,1,0,31.0,2,3,0.0,1,4,4,Hombre,Casado,No Jubilado
2,29,26,0,1,22.0,4,2,0.0,1,1,4,Hombre,Soltero,No Jubilado
3,70,59,0,27,85.0,1,19,0.0,1,1,3,Hombre,Soltero,No Jubilado
2,16,49,0,17,41.0,2,5,0.0,0,1,4,Mujer,Soltero,No Jubilado
3,24,58,1,30,24.0,1,5,0.0,0,2,1,Mujer,Casado,No Jubilado
2,16,26,0,7,21.0,4,1,0.0,0,6,4,Mujer,Soltero,No Jubilado
1,71,47,1,23,142.0,1,30,0.0,0,2,2,Mujer,Casado,No Jubilado
2,58,46,1,23,23.0,1,2,0.0,1,2,1,Hombre,Casado,No Jubilado
3,5,36,1,2,34.0,1,4,0.0,1,2,3,Hombre,Casado,No Jubilado
1,7,34,0,2,22.0,5,5,0.0,1,1,1,Hombre,Soltero,No Jubilado
1,7,26,1,3,26.0,2,2,0.0,0,5,1,Mujer,Casado,No Jubilado
3,4,37,0,2,41.0,2,8,0.0,0,1,1,Mujer,Soltero,No Jubilado
3,38,33,0,4,19.0,2,5,0.0,1,2,3,Hombre,Soltero,No Jubilado
3,72,55,1,24,82.0,3,25,0.0,1,2,2,Hombre,Casado,No Jubilado
3,3,31,0,1,28.0,1,0,0.0,0,1,1,Mujer,Soltero,No Jubilado
2,3,37,0,13,24.0,1,3,0.0,1,1,1,Hombre,Soltero,No Jubilado
2,68,57,1,38,33.0,1,9,0.0,1,2,2,Hombre,Casado,No Jubilado
3,54,27,0,3,27.0,2,6,0.0,1,5,4,Hombre,Soltero,No Jubilado
2,45,37,0,2,57.0,3,14,0.0,1,1,2,Hombre,Soltero,No Jubilado
1,29,38,1,12,75.0,5,1,0.0,0,4,2,Mujer,Casado,No Jubilado
3,5,39,0,0,22.0,1,0,0.0,1,2,3,Hombre,Soltero,No Jubilado
2,8,24,1,1,18.0,4,0,0.0,1,5,4,Hombre,Casado,No Jubilado
3,15,26,0,1,38.0,4,1,0.0,0,2,4,Mujer,Soltero,No Jubilado
2,15,28,0,0,29.0,2,4,0.0,1,1,3,Hombre,Soltero,No Jubilado
3,46,45,0,12,96.0,3,17,0.0,0,1,2,Mujer,Soltero,No Jubilado
1,47,69,1,17,228.0,3,39,0.0,1,4,4,Hombre,Casado,No Jubilado
1,66,39,1,12,60.0,4,10,0.0,0,3,4,Mujer,Casado,No Jubilado
2,54,56,0,8,207.0,2,35,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,36,58,0,34,80.0,1,21,0.0,1,1,2,Hombre,Soltero,No Jubilado
3,16,39,1,5,31.0,1,4,0.0,1,5,1,Hombre,Casado,No Jubilado
2,37,50,0,9,110.0,2,21,0.0,1,1,3,Hombre,Soltero,No Jubilado
1,16,54,0,20,147.0,1,29,0.0,0,4,3,Mujer,Soltero,No Jubilado
1,49,25,0,1,27.0,5,0,0.0,1,1,2,Hombre,Soltero,No Jubilado
1,3,24,1,2,20.0,2,3,0.0,1,5,3,Hombre,Casado,No Jubilado
